vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
5UXKR2C35H0U24252,7316502013,281383363,2017.0,Bmw,Bmw,X5 Sdrive35I,X5,33999,35595.0,41873.0,41847.0,0,,1
,7302503327,277612539,,Nissan,Honda,Sentra S Sedan 4D,Accord,15590,31525.0,24426.0,,,,0
,7315816255,281554845,,Chevrolet,Ford,Silverado 1500 Crew,Mustang,32990,35991.0,46291.0,9827.0,,,0
,7315499283,279609637,,Nissan,Ram,Titan,1500,12950,30000.0,89797.0,25451.0,,,0
1NXBR32E25Z406298,7313384559,275920392,2005.0,Toyota,Toyota,Corolla,Corolla,5495,5695.0,123596.0,123596.0,0,,1
,7308747322,280811852,,Mercedes-Benz,Ram,Benz Clk500 Convertible,1500,9850,52435.0,98400.0,3.0,,,0
,7309267076,276068134,,Ford,Jeep,Escape,Renegade,24295,24225.0,14652.0,10.0,,,0
,7311405359,279962584,,Audi,Hyundai,A7 3.0T Prestige Quattro,Elantra,18950,14998.0,108953.0,33477.0,,,0
,7315541483,261777607,,Jeep,Ford,Wrangler Unlimited Sport,Transit Connect,17495,23747.0,104585.0,15.0,,,0
2FMPK4J95KBC03847,7312289796,274396448,2019.0,Ford,Ford,Edge Sel Awd,Edge,29900,29900.0,28000.0,28000.0,0,,1
,7310385214,269925279,,Chevrolet,Ford,Silverado 1500,Expedition,0,58305.0,71893.0,5.0,,,0
JTEHF21A230118913,7311835126,279964782,2003.0,Toyota,Toyota,Highlander,Highlander,6550,4990.0,172372.0,172372.0,0,,1
,7311422637,277853127,,Chevrolet,Honda,Traverse,Civic,15499,23203.0,84328.0,2.0,,,0
1FT7W2BT8GEA63117,7314045798,277882097,2016.0,Ford,Ford,F-250,F-250 Super Duty,42000,38000.0,107500.0,107501.0,0,,1
,7316007583,278151109,,Honda,Ford,Civic Hybrid,Expedition,4995,35990.0,229444.0,86491.0,,,0
,7315284603,280409355,,Toyota,Mazda,Camry,Cx-5,22884,12489.0,19802.0,104202.0,,,0
,7316825094,280907624,,Mercedes-Benz,Bmw,Cla,X3,21990,60044.0,44460.0,5.0,,,0
19XFB2F58CE011648,7308260423,280412930,2012.0,Honda,Honda,Civic,Civic,8900,11900.0,119368.0,119368.0,0,,1
1GNSKBE06DR216824,7301853779,274242788,2013.0,Chevrolet,Chevrolet,Tahoe,Tahoe,15995,16995.0,140042.0,140042.0,0,,1
,7315894231,277521148,,Hyundai,Honda,Genesis,Cr-V,14900,22500.0,59000.0,33049.0,,,0
,7313990119,279154624,,Chevrolet,Chevrolet,Traverse,Blazer,20995,35380.0,59198.0,5.0,,,0
,7316896722,281351078,,Toyota,Ram,Avalon,1500,18996,20500.0,71300.0,76137.0,,,0
,7314460359,277744689,,Subaru,Jeep,Forester 2.5X,Patriot,10995,16990.0,123238.0,36034.0,,,0
,7315041311,269637571,,Honda,Nissan,Pilot,Rogue,10495,27670.0,134000.0,5.0,,,0
,7316801484,275236755,,Acura,Ford,Ilx,Edge,29950,29251.0,6025.0,22734.0,,,0
,7312970580,271419529,,Toyota,Jeep,Camry,Renegade,5295,29870.0,169203.0,0.0,,,0
,7316172584,268375977,,Ford,Audi,Expedition,Tt,25995,11448.5,102961.0,75998.0,,,0
,7314549901,277960856,,Volkswagen,Jeep,Jetta,Compass,15995,7991.0,11959.0,140823.0,,,0
1FMCU04123KD38914,7309324994,281386020,2003.0,Ford,Ford,Escape Limitedsuv,Escape,4800,4800.0,168000.0,168000.0,0,,1
,7314673453,280681081,,Volkswagen,Nissan,Beetle 1.8T Fleet,Armada,16590,28991.0,39649.0,48581.0,,,0
,7314581753,278806118,,Chrysler,Ford,300,Fusion,0,25890.0,,4.0,,,0
,7316979220,280904626,,Ram,Jeep,1500,Grand Cherokee,45990,37011.0,44415.0,0.0,,,0
3C4PDCABXJT385267,7308702826,270046078,2018.0,Dodge,Dodge,Journey,Journey,18238,18369.0,8467.0,8270.0,0,,1
,7306106683,277857081,,Subaru,Dodge,Impreza,Grand Caravan,15900,18998.0,31090.0,24430.0,,,0
,7315103218,281683057,,Toyota,Bmw,Tacoma,X4,0,23987.0,114286.0,51369.0,,,0
,7307139172,280815642,,Ram,Honda,1500,Civic Hatchback,44400,23500.0,30750.0,29484.0,,,0
5TFHW5F14JX684171,7307688916,278055571,2018.0,Toyota,Toyota,Tundra,Tundra,34990,36980.0,131412.0,131296.0,0,,1
,7314263964,278885127,,Nissan,Nissan,Rogue,Frontier,19390,27345.0,35768.0,8.0,,,0
,7314669346,280172123,,Dodge,Pontiac,Grand Caravan Passenger Se,Sunfire,15590,3995.0,47381.0,42302.0,,,0
,7316720436,269597472,,Nissan,Hyundai,Rogue Sv (2017.5) Sport Utility 4D Automatic,Elantra,23660,20905.0,21312.0,75.0,,,0
,7314746319,279597695,,Chevrolet,Jeep,Express Commercial Cutaway,Compass,19999,13873.0,86862.0,53261.0,,,0
,7305548584,275291160,,Chevrolet,Ford,Silverado,Escape,7995,21347.0,198731.0,7382.0,,,0
,7310012809,280263919,,Nissan,Subaru,Rogue,Impreza Wrx,23500,19899.0,10449.0,77755.0,,,0
,7316900030,279445121,,Ford,Bmw,E-Series Chassis,Z4 M,7500,20000.0,,58678.0,,,0
,7310138897,281272040,,Subaru,Bmw,Impreza Wrx Sedan 4D,3 Series,18488,43445.0,81964.0,10.0,,,0
,7316795216,275132938,,Mitsubishi,Chevrolet,Outlander Sport,Equinox,17995,28467.0,16660.0,,,,0
,7316925204,269837460,,Ford,Nissan,F250 Xl,Altima,22611,31817.0,175204.0,10.0,,,0
1FMYU93165KA04884,7316315004,276930389,2005.0,Ford,Ford,Escape Xlt,Escape,3988,3488.0,179428.0,179428.0,0,,1
,7315116869,265535446,,Ford,Ford,Mustang,Fusion Hybrid,25999,24995.0,18871.0,45.0,,,0
1FTEW1CB1JKD95397,7316287216,280575521,2018.0,Ford,Ford,F-150,F-150,35395,29488.0,49425.0,48236.0,0,,1
,7316862822,281723338,,Chevrolet,Ford,Silverado 1500 Crew Ca,F-250 Super Duty,25988,58995.0,118620.0,37385.0,,,0
,7311117755,279054387,,Chevrolet,Chrysler,Corvette,Pacifica,17875,25182.0,85970.0,39450.0,,,0
,7315787785,280411548,,Chevrolet,Jeep,Silverado,Grand Cherokee,39500,45220.0,105211.0,0.0,,,0
,7315104461,280532822,,Ford,Nissan,Edge,Titan,19984,34991.0,70586.0,38375.0,,,0
,7316441499,281052250,,Toyota,Toyota,Corolla Le,Camry,7495,23418.0,78495.0,2.0,,,0
,7314988548,278986593,,Ford,Nissan,F-150 Supercab 145 In Xl,Sentra,19999,20714.0,83252.0,10.0,,,0
,7313080193,278387566,,Gmc,Jeep,Yukon,Grand Cherokee,38111,48422.0,89901.0,10.0,,,0
,7315012966,273612193,,Dodge,Bmw,Grand Caravan Se Wheelcha,7 Series,20900,40733.0,97269.0,28657.0,,,0
3C7WRTCJ4FG654741,7301605833,280021654,2015.0,Ram,Ram,3500,3500 Chassis,43990,43990.0,60106.0,60106.0,0,,1
,7303013579,281371123,,Mercedes-Benz,Lincoln,Benz 300Td,Corsair,2500,41135.0,159000.0,,,,0
,7316724749,273490321,,Gmc,Gmc,Sonoma Sl,Sierra 1500,6000,73076.0,110000.0,3.0,,,0
,7314807079,277694497,,Ford,Infiniti,Explorer,G37,28981,8900.0,66680.0,130261.0,,,0
3C6UR5HL7JG172923,7307909161,277419454,2018.0,Ram,Ram,2500 Crew Cab Tradesman 4X4,2500,41999,35718.0,75794.0,75585.0,0,,1
,7315274904,263036151,,Hyundai,Cadillac,Sonata,Xt6,0,70045.0,19899.0,2.0,,,0
,7312644041,277298844,,Lexus,Ford,Rx,Focus,173,10995.0,117512.0,72073.0,,,0
1GYKPCRS5LZ232856,7309489817,280901987,2020.0,Cadillac,Cadillac,Xt6,Xt6,50995,54655.0,7025.0,5.0,0,,1
,7315657744,261471487,,Dodge,Ram,Charger Se Awd,1500,24995,41819.0,42422.0,150.0,,,0
,7313790360,280145886,,Nissan,Ford,Rogue,Ranger,15156,7495.0,78000.0,113951.0,,,0
1N4AL3AP9JC216136,7314693059,278958123,2018.0,Nissan,Nissan,Altima,Altima,12995,12995.0,67525.0,67525.0,0,,1
,7313763530,279649164,,Lexus,Pontiac,Ct 200H Hatchback 4D,Vibe,17990,2987.0,57528.0,174535.0,,,0
,7310253829,272580228,,Mercedes-Benz,Chevrolet,Cls-Class Cls 550,C/K 2500,29990,12900.0,49920.0,169777.0,,,0
,7306120369,279058211,,Mazda,Lexus,Mazda3 Grand Touring Sedan,Rx,21590,56740.0,39607.0,,,,0
,7313004579,280562840,,Ford,Ford,F-250Sd,Escape,53998,9500.0,83966.0,117471.0,,,0
,7316550152,281734260,,Mercedes-Benz,Chevrolet,Cla-250,Impala,23000,16990.0,58140.0,76422.0,,,0
,7315781584,280258635,,Honda,Kia,Fit Sport I4 Fwd,Forte,5495,18062.0,98177.0,13.0,,,0
,7310078105,268864400,,Toyota,Ram,4Runner Sr5/Sr5 Premium,2500,39995,70893.0,53571.0,,,,0
5NPDH4AE4DH166090,7313003466,258618728,2013.0,Hyundai,Hyundai,Elantra,Elantra,9995,8995.0,86000.0,86000.0,0,,1
,7315581902,279597342,,Mini,Toyota,Cooper Hardtop,Highlander,5999,18969.0,124000.0,117243.0,,,0
3N1AB7AP6JL646024,7312800318,281556219,2018.0,Nissan,Nissan,Sentra,Sentra,0,11995.0,43407.0,43407.0,0,,1
WBAFR1C55BC748142,7316170439,278815947,2011.0,Bmw,Bmw,5 Series 528I,5 Series,11999,10499.0,119615.0,119615.0,0,,1
,7310384450,253541421,,Toyota,Ram,Rav4,1500,14995,37463.0,94600.0,10.0,,,0
,7308141931,271533495,,Ford,Kia,F150 Supercrew Cab Xl,Niro,38590,17610.0,14444.0,25496.0,,,0
WP0CA2991TS340418,7315413991,270315518,1996.0,Porsche,Porsche,911 Carrera,911,39995,39995.0,71165.0,71165.0,0,,1
,7316397169,274907920,,Chevrolet,Lexus,Impala Ls,Rx,3000,51075.0,120953.0,10.0,,,0
,7310932178,274639415,,Jeep,Ram,Wrangler Unlimited,2500,25995,62030.0,96554.0,0.0,,,0
,7314845391,270898306,,Honda,Hyundai,Cr-V,Ioniq Hybrid,18100,24419.0,58009.0,,,,0
,7316464565,281839356,,Mazda,Subaru,Cx-3 Grand Touring Sport,Outback,23990,28002.0,31206.0,10.0,,,0
1C6RR7NT7FS758415,7310288929,277999210,2015.0,Ram,Ram,1500,1500,38995,34995.0,31658.0,29207.0,0,,1
,7314304220,261299212,,Ford,Lincoln,Escape,Corsair,10790,55093.0,118776.0,7.0,,,0
,7313279834,274857152,,Lexus,Ford,Rx 350,F-150,31998,57246.0,32012.0,,,,0
,7315358927,276217839,,Lexus,Chevrolet,Rx 350,Cruze Limited,24588,8990.0,74386.0,58896.0,,,0
,7314917360,279000722,,Nissan,Infiniti,Altima,Q50,8988,22995.0,83993.0,53930.0,,,0
3C4PDCBG4KT873173,7313356288,263435867,2019.0,Dodge,Dodge,Journey,Journey,0,23182.0,3813.0,,0,,1
,7314879918,278270001,,Dodge,Honda,Journey,Pilot,0,10999.0,76493.0,136923.0,,,0
,7316986785,277474531,,Chrysler,Lincoln,Pacifica Touring L,Navigator,27990,94470.0,26122.0,10.0,,,0
5J8YD4H39LL041518,7305149985,281197467,2020.0,Acura,Acura,Mdx Sh-Awd Sport Utility,Mdx,39990,47525.0,1237.0,1.0,0,,1
,7315847106,281157251,,Toyota,Jeep,Tacoma Trd Sport Double C,Gladiator,44998,41995.0,21283.0,2.0,,,0
2T3WFREV3JW485104,7315475932,272635975,2018.0,Toyota,Toyota,Rav4 Xle,Rav4,315,19995.0,34318.0,34318.0,1,"Prezzo molto diverso: CR=$315, UC=$19,995 (diff: $19,680, 98.4%)",1
4T4BF1FK1FR509068,7315226964,267027996,2015.0,Toyota,Toyota,Camry,Camry,14990,13990.0,31609.0,31609.0,0,,1
,7316918695,278164653,,Jeep,Chevrolet,Wrangler Sahara,Equinox,26998,11764.0,67811.0,104807.0,,,0
,7310100431,273618213,,Volkswagen,Acura,Passat,Mdx,6995,6999.0,122781.0,,,,0
,7316758724,271035336,,Honda,Subaru,Odyssey,Outback,23450,23525.0,39087.0,45272.0,,,0
,7316310391,276016742,,Mercedes-Benz,Ram,E-Class E350,2500,0,57922.0,78639.0,0.0,,,0
,7316962430,279845860,,Ram,Bmw,1500 Classic Slt,5 Series,29199,7995.0,63417.0,164915.0,,,0
,7308039612,280254290,,Acura,Gmc,Tl,Sierra 1500,0,51600.0,,2.0,,,0
,7305591503,262460981,,Jeep,Acura,Wrangler,Ilx,12995,12900.0,172439.0,33307.0,,,0
,7309286044,279389382,,,Lexus,Scion Ia,Nx 200T,138,27895.0,113910.0,34207.0,,,0
3KPFK4A76HE059077,7315741996,280207865,2017.0,Kia,Kia,Forte,Forte,8495,8995.0,,128518.0,0,,1
WVGAV75N59W526049,7310498687,281561069,2009.0,Volkswagen,Volkswagen,Tiguan,Tiguan,0,7603.0,67866.0,67017.0,0,,1
,7307831259,281287825,,Cadillac,Toyota,Allante,Camry,6500,24918.0,77550.0,0.0,,,0
5YFBU4EEXCP038466,7316289726,280148951,2012.0,Toyota,Toyota,Corolla,Corolla,8995,6995.0,156225.0,156225.0,0,,1
1FMCU9JX4EUC48930,7305424832,281017882,2014.0,Ford,Ford,Escape,Escape,12990,12840.0,109274.0,108407.0,0,,1
,7306117478,277297017,,Gmc,Honda,Terrain,Cr-V Hybrid,23495,31480.0,50491.0,0.0,,,0
,7316382049,274353874,,,Chevrolet,Ford/Mustang Gt,Corvette,24995,33995.0,60123.0,35977.0,,,0
,7310715009,281520550,,Toyota,Chrysler,Tacoma Double Cab Trd 4X4,300,19900,12999.0,162145.0,102231.0,,,0
,7316743359,274903545,,Ford,Nissan,F150 Supercrew Cab Xl,Versa,34990,9800.0,35965.0,41244.0,,,0
,7304211964,280981587,,,Ford,Scion Tc,F-150,10648,34368.0,114360.0,15071.0,,,0
1C6RR7GT2DS610702,7312299056,280936806,2013.0,Ram,Ram,Quad Cab Pu,1500,18900,18990.0,110662.0,110176.0,1,"Model diverso: CR=quad cab pu, UC=1500",1
,7309563682,279519304,,Jeep,Audi,Renegade Latitude,Q3,20495,26991.0,25304.0,21980.0,,,0
,7316837670,278052080,,Subaru,Bmw,Forester 2.5X Premium,X5,6895,42990.0,127216.0,27410.0,,,0
5UXWX9C51F0D51916,7302521003,278655550,2015.0,Bmw,Bmw,X3,X3,18900,19900.0,81636.0,81636.0,0,,1
,7316228485,281593276,,Gmc,Honda,Acadia,Passport,0,33000.0,39709.0,4967.0,,,0
,7305855376,280163671,,Honda,Chevrolet,Cr-V Ex-L,Equinox,6995,9995.0,175425.0,96006.0,,,0
,7315717395,280323831,,Lexus,Toyota,Es 350,Tacoma,8488,35984.0,130709.0,33380.0,,,0
,7310344536,279067477,,Ford,Ford,Mustang,Explorer,3995,37950.0,159342.0,12864.0,,,0
,7315831740,281153663,,Chevrolet,Kia,Traverse Lt Sport,Sportage,36590,26760.0,9661.0,5.0,,,0
,7311945936,270631374,,Gmc,Ford,Sierra 2500Hd,Ecosport,0,22635.0,97450.0,2.0,,,0
,7316396832,278403439,,Honda,Toyota,Civic Lx 4Dr Sedan 5A,Corolla,10991,15990.0,57173.0,31343.0,,,0
,7305522906,278969485,,Volkswagen,Buick,Golf Tdi Se Hatchback,Encore Gx,16990,28710.0,50186.0,7.0,,,0
1GYKNERS9HZ211372,7311107261,280697596,2017.0,Cadillac,Cadillac,Xt5 Premium Luxury,Xt5,25000,29995.0,53651.0,51238.0,0,,1
,7302802184,280972717,,Jeep,Hyundai,Cherokee,Elantra,15495,12500.0,114117.0,47958.0,,,0
2HGFA16599H363780,7302290741,280502358,2009.0,Honda,Honda,Civic Sdn,Civic,5400,5995.0,133263.0,130313.0,0,,1
,7315074158,279733956,,Chevrolet,Gmc,Silverado,Sierra 1500,11999,29986.0,176000.0,40994.0,,,0
JTHBF1D21E5032487,7316749296,281384873,2014.0,Lexus,Lexus,Is,Is 250,21998,24998.0,75722.0,75722.0,0,,1
,7304363538,280350396,,Dodge,Toyota,Grand Caravan Sxt Wheelchair Van Mobility Package Conversion,Tacoma,25995,33847.0,26069.0,28000.0,,,0
,7312359941,275784156,,,Chevrolet,A Tundra,Trax,57995,16650.0,2102.0,13731.0,,,0
,7311555141,264698269,,Chevrolet,Chevrolet,Cruze Lt,Trax,7988,15940.0,95605.0,5.0,,,0
,7315152860,279696173,,Jeep,Jeep,Renegade,Gladiator,26900,53565.0,8135.0,1.0,,,0
,7308952256,274149276,,Chevrolet,Buick,Silverado 2500Hd,Encore,20995,19989.0,256060.0,16727.0,,,0
,7301991247,280338816,,Ford,Ford,Mustang,Escape,88490,27444.0,22.0,0.0,,,0
5UXFG8C58BLZ95185,7311245288,275136693,2011.0,Bmw,Bmw,X6,X6,19995,24995.0,68504.0,68498.0,0,,1
,7302921297,281685073,,Chevrolet,Kia,Express,Sorento,24795,14500.0,66530.0,46506.0,,,0
,7316461885,265810574,,Jeep,Nissan,Wrangler Sport,Kicks,16000,17395.0,77579.0,,,,0
,7314987867,267049171,,Audi,Honda,Q5,Cr-V,28995,27670.0,58774.0,4.0,,,0
,7316848876,281377949,,Toyota,Chevrolet,Rav4 Hybrid,Silverado 1500,26491,38988.0,63434.0,62578.0,,,0
,7311737559,281701767,,Toyota,Honda,Rav4,Cr-V,0,30280.0,22403.0,15.0,,,0
,7311798220,278794479,,Dodge,Ford,Durango,Transit Connect,6480,21993.0,168476.0,5251.0,,,0
,7314750618,280108012,,Ford,Nissan,Focus Se Automatic,Murano,8290,42422.0,106049.0,1.0,,,0
,7314065654,262931394,,Ford,Dodge,F-250 Super Duty,Challenger,37995,44995.0,94180.0,74900.0,,,0
,7316800923,258090551,,Nissan,Mercedes-Benz,Altima S,Metris Cargo,9498,35230.0,90900.0,,,,0
,7307486440,271753946,,Toyota,Ford,Tacoma,F-350 Super Duty,37500,44620.0,20715.0,72380.0,,,0
,7314629890,281038027,,Ford,Ram,Escape,1500,14995,39265.0,58932.0,12.0,,,0
,7316487655,281832354,,Gmc,Kia,Sierra 1500 4Wd Crew Cab 143,Sportage,0,20300.0,94656.0,20506.0,,,0
,7315052613,280975460,,Jeep,Lexus,Cherokee Sport Suv 4D,Rx,18590,53045.0,33212.0,5.0,,,0
,7316033167,276972337,,Dodge,Infiniti,Dart,Qx60,7499,34688.0,106454.0,21576.0,,,0
,7313821796,279884990,,Ford,Subaru,Escape Sel Sport Utility 4D,Crosstrek,19590,18990.0,26238.0,57694.0,,,0
,7316833898,274590123,,Bmw,Nissan,2 Series 230I Coupe 2D,Rogue,34590,24200.0,8490.0,167.0,,,0
5N1AR2MN9FC633580,7303140183,281205143,2015.0,Nissan,Nissan,Pathfinder,Pathfinder,14400,14900.0,98232.0,92232.0,0,,1
,7305373718,280697369,,Nissan,Chevrolet,Maxima,Suburban,7980,49995.0,163837.0,34088.0,,,0
,7314076942,271313845,,Dodge,Chevrolet,Journey,Trax,6990,23845.0,171168.0,0.0,,,0
,7315916442,278270617,,Toyota,Chevrolet,Camry Xle,Trax,27990,14984.0,3600.0,10.0,,,0
,7309395006,277143449,,Kia,Bmw,Sportage Lx,X3,12750,48085.0,48398.0,5.0,,,0
,7309744928,278364005,,Mazda,Subaru,Cx-9,Forester,0,26299.0,31883.0,8077.0,,,0
,7314022644,279032728,,Dodge,Ford,Challenger,F-150,0,22900.0,18748.0,131875.0,,,0
,7311463339,268163339,,Toyota,Mazda,Scion Tc,Cx-5,10500,19690.0,100262.0,19352.0,,,0
,7316292423,277417342,,Honda,Dodge,Accord,Durango,18995,15597.0,49691.0,119104.0,,,0
5NPEU46CX6H080941,7316922265,280262655,2006.0,Hyundai,Hyundai,Sonata,Sonata,1300,1300.0,1.0,,0,,1
,7301950333,272523072,,Bmw,Ford,4 Series 428I Xdrive Gran,Ecosport,26990,27540.0,19021.0,5.0,,,0
,7307670587,281275015,,Mitsubishi,Ram,Eclipse Cross,1500,16995,32690.0,14346.0,26123.0,,,0
3GNAXUEV0LS731950,7316654241,281373773,2020.0,Chevrolet,Chevrolet,Equinox Lt,Equinox,0,24973.0,5273.0,2.0,0,,1
,7314654500,279652281,,Mazda,Subaru,Mazda6,Forester,19500,28548.0,35476.0,,,,0
,7302778036,269833703,,Ford,Ford,Fusion Hybrid,Ecosport,5500,18750.0,139086.0,4.0,,,0
,7314971795,278890659,,Ram,Mini,1500,Cooper,12995,8999.0,127820.0,79160.0,,,0
,7305073757,268428261,,,Gmc,Genesis G80 3.8 Sedan 4D,Yukon Xl,27590,4950.0,34066.0,173098.0,,,0
,7316859646,267114014,,Ford,Gmc,Focus Se,Acadia,8593,39635.0,77680.0,0.0,,,0
,7316185244,280906848,,Chevrolet,Chevrolet,Equinox,Cruze,19995,6895.0,20169.0,96421.0,,,0
,7316777912,278399736,,Mazda,Ford,Cx-9 Touring,Expedition,0,48450.0,34203.0,31365.0,,,0
,7314002893,279032291,,Bmw,Ram,528I,1500,12900,47393.0,88000.0,,,,0
,7314508739,277599205,,Chevrolet,Toyota,Volt,Corolla,0,18492.0,79223.0,32647.0,,,0
,7314554223,280719901,,Honda,Honda,Insight Lx,Cr-V,8950,26500.0,24000.0,35992.0,,,0
,7305885582,279836627,,Dodge,Gmc,Durango Sxt,Sierra 3500Hd,10914,77225.0,190890.0,1.0,,,0
1GCUYDED3LZ159477,7313874877,267991575,2020.0,Chevrolet,Chevrolet,Silverado 1500,Silverado 1500,0,41799.0,23904.0,2751.0,1,"Mileage molto diverso: CR=23,904, UC=2,751 (diff: 21,153, 88.5%)",1
,7312149910,271976659,,Ford,Subaru,F150,Crosstrek,18499,22286.0,200439.0,29914.0,,,0
,7313286686,279500941,,Ford,Ford,F-150,F-150,18500,35491.0,101366.0,43524.0,,,0
,7309966865,273846446,,Volvo,Jeep,V70,Patriot,6150,8395.0,141000.0,109666.0,,,0
,7316685645,275158823,,Nissan,Nissan,Pathfinder Sl,Kicks,348,18100.0,65539.0,5.0,,,0
,7306697311,270889300,,Honda,Lexus,Cr-V,Rx,9933,53900.0,142651.0,11.0,,,0
WBXPC93419WJ27197,7316895651,260040232,2009.0,Bmw,Bmw,X3 Xdrive30I,X3,8995,8995.0,137740.0,137740.0,0,,1
,7310859702,280413989,,Ford,Toyota,F-150,C-Hr,30988,21995.0,91345.0,13044.0,,,0
,7316814650,279538884,,Honda,Nissan,Pilot Tauring,Sentra,12500,20785.0,118000.0,7.0,,,0
,7316283923,269299802,,Dodge,Jeep,Durango,Cherokee,34998,24620.0,35786.0,13.0,,,0
,7315704027,223527625,,Buick,Jeep,Verano Base,Patriot,12288,8499.0,31927.0,101354.0,,,0
JTHBB1BA7A2005299,7306476136,281549577,2010.0,Lexus,Lexus,Hs 250H,Hs 250H,10495,12995.0,119715.0,119715.0,0,,1
,7314611672,276471435,,Buick,Buick,Encore W/ Backup Camera,Encore,16999,12591.0,33500.0,70689.0,,,0
,7315493043,280953422,,Toyota,Lexus,Highlander,Rc 350,0,26999.0,48778.0,76096.0,,,0
,7314670949,275840055,,Volkswagen,Chevrolet,Jetta,Silverado 3500,8000,15995.0,62000.0,109118.0,,,0
,7308941551,279280402,,Nissan,Chevrolet,Titan Se King Cab V8 4X4,Trax,8495,28664.0,104690.0,5.0,,,0
JM1BK12F981867929,7315378286,279762897,2008.0,Mazda,Mazda,3,Mazda3,5795,6995.0,142655.0,142655.0,0,,1
1N6AA1E50JN516968,7303062960,281024074,2018.0,Nissan,Nissan,Titan,Titan,34995,36995.0,10910.0,10906.0,0,,1
1ZVBP8CH9A5128632,7303983998,184123083,2010.0,Ford,Ford,Mustang,Mustang,19995,16245.0,113957.0,107747.0,0,,1
,7314277610,276934678,,Chevrolet,Dodge,Equinox Premier Awd,Challenger,18500,72160.0,78444.0,16.0,,,0
,7316594237,279627498,,Chrysler,Jeep,Town & Country Touring Lwb W/ Sto-N-Go,Cherokee,10999,24630.0,98616.0,10.0,,,0
,7314170143,280942519,,Audi,Ford,Q3,Explorer,31007,42016.0,3105.0,6.0,,,0
,7307662549,281011846,,Ford,Buick,Explorer Sport Trac,Encore,3500,16949.0,242448.0,29992.0,,,0
,7312763294,279731372,,Chevrolet,Honda,Corvette Z06 W/3Lt,Cr-V,59995,6995.0,57815.0,112000.0,,,0
,7316787610,280580518,,Ford,Chevrolet,Escape Se,Camaro,13000,28995.0,74334.0,16344.0,,,0
,7311969771,279567557,,Dodge,Toyota,Durango Gt,Highlander,24998,13950.0,50978.0,117661.0,,,0
2C3CCAGG5HH637653,7307207098,246724033,2017.0,Chrysler,Chrysler,300 S Awd V-6,300,22399,26433.0,27495.0,27495.0,0,,1
3VW5DAAT1KM506460,7307106579,277875561,2019.0,Volkswagen,Volkswagen,Beetle 2.0T S,Beetle,28590,24997.0,29912.0,24358.0,0,,1
,7314518896,276892750,,Lexus,Ram,Gx,1500,26988,56077.0,82097.0,499.0,,,0
,7310784546,280237252,,,Jeep,N Rogue,Compass,11995,20701.0,86588.0,13787.0,,,0
,7316908089,281162163,,Jeep,Kia,Grand Cherokee,Sportage,34999,24850.0,32221.0,,,,0
3N1CN7AP6HK424728,7315424357,280766725,2017.0,Nissan,Nissan,Versa Sedan,Versa,9995,10995.0,49213.0,49213.0,0,,1
,7315066624,280498332,,Nissan,Chrysler,Maxima,Pacifica Hybrid,11900,35998.0,72854.0,10140.0,,,0
,7316447076,269943784,,,Buick,Scion Tc,Envision,6495,29190.0,91730.0,0.0,,,0
,7310291789,281164008,,Chevrolet,Kia,"Silverado 1500 4Wd Double Cab 143.5"" Lt W/1Lt",Sportage,32999,33379.0,52593.0,14.0,,,0
,7307515458,266590743,,,Hyundai,Isuzu Npr,Tucson,24995,28904.0,166475.0,,,,0
WBAJA7C30HWA70042,7316158565,274426293,2017.0,Bmw,Bmw,5 Series,5 Series,31570,36865.0,27274.0,23979.0,0,,1
JTHBJ46G672067152,7309717449,279124243,2007.0,Lexus,Lexus,Es 350,Es 350,6995,9770.0,73700.0,73573.0,0,,1
,7311145521,279447792,,Buick,Toyota,Lucerne,Camry,4000,21175.0,125000.0,37247.0,,,0
1FMCU9DG4BKB69373,7311892318,279968381,2011.0,Ford,Ford,Escape,Escape,6000,6000.0,157505.0,157505.0,0,,1
2HNYD2H20CH501179,7316678886,279502130,2012.0,Acura,Acura,Mdx,Mdx,16999,16999.0,84167.0,84167.0,0,,1
,7308092937,277565644,,Dodge,Ford,Charger,F-150,34500,46797.0,12125.0,10.0,,,0
,7311431445,275661263,,Jeep,Ford,Wrangler,Ecosport,8675,19749.0,163557.0,,,,0
,7315340135,278213638,,Gmc,Bmw,Sierra 2500 Hd,X3,23595,38900.0,164086.0,19638.0,,,0
ZACNJABB1KPK66130,7304118867,280039163,2019.0,Jeep,Jeep,Renegade Latitude,Renegade,0,19591.0,13.0,5.0,0,,1
1FD8X3G61CEC56743,7312105685,280710565,2012.0,Ford,Ford,F350,F-350 Super Duty Chassis,29990,29990.0,75755.0,75755.0,1,"Model diverso: CR=f350, UC=f-350 super duty chassis",1
,7310025048,278623877,,Honda,Ford,Ridgeline,F-350 Super Duty,7995,19995.0,213474.0,64000.0,,,0
1N4BL4EV7KC125225,7314764541,274522283,2019.0,Nissan,Nissan,Altima,Altima,24994,22988.0,13556.0,13513.0,0,,1
,7315387216,263694556,,Chevrolet,Volvo,Cavalier,Xc90,2800,73003.0,72732.0,0.0,,,0
5UXCX4C57KLS39133,7311481947,263167949,2019.0,Bmw,Bmw,X7,X7,85992,86025.0,20000.0,5146.0,1,"Mileage molto diverso: CR=20,000, UC=5,146 (diff: 14,854, 74.3%)",1
