vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
,7314859007,276608907,,Cadillac,Chevrolet,Srx4 Awd,Trax,14499,12995.0,92369.0,51302.0,,,0
,7312757966,281431513,,Buick,Dodge,Verano,Durango,10191,28990.0,88007.0,34070.0,,,0
,7305821489,281711057,,Ford,Subaru,Focus,Outback,4500,37083.0,64627.0,1.0,,,0
,7307298964,280747098,,Chevrolet,Ford,Silverado 1500,F-150,27995,38900.0,109471.0,49248.0,,,0
,7304210015,272706528,,Chevrolet,Ford,Equinox,Taurus,6500,3507.0,137000.0,130574.0,,,0
,7314576601,280251242,,Ford,Volkswagen,F350 Super Duty,Tiguan,19900,22999.0,240000.0,13538.0,,,0
,7316502464,276269862,,Ford,Gmc,F-150,Sierra 1500,45498,45691.0,34139.0,8.0,,,0
3C6UD5CL5CG253881,7307846732,279031689,2012.0,Ram,Ram,2500,2500,21900,19950.0,276549.0,275502.0,0,,1
,7316694317,276808094,,Lincoln,Chevrolet,Mks Base 4Dr Sedan,Equinox,5900,8851.0,232455.0,94615.0,,,0
,7311910825,281472720,,Mini,Jeep,Countryman,Gladiator,9995,39428.0,75861.0,,,,0
,7316291693,277373163,,Toyota,Ford,Rav4 Le Fwd,F-150,0,33800.0,80909.0,29159.0,,,0
,7313450987,266413156,,Mercedes-Benz,Ford,Sl-Class,Edge,99,11494.0,82836.0,132470.0,,,0
,7312756677,269672349,,Lincoln,Ford,Town Car,F-150,5995,47796.0,113000.0,7.0,,,0
,7308181948,266277129,,Chevrolet,Hyundai,Equinox,Tucson,26797,22404.0,17795.0,7.0,,,0
,7310402842,276269200,,Ford,Gmc,F-150 Lariat,Sierra 1500,33903,29995.0,114292.0,129127.0,,,0
,7316517413,276498795,,Toyota,Chevrolet,4Runner Sr5,Avalanche,11300,11900.0,176000.0,164402.0,,,0
,7316216962,280595861,,Honda,Lexus,Cr-V Ex,Rx 350,12880,36121.0,135905.0,33337.0,,,0
,7316919387,270069938,,Toyota,Ford,Prius Plug-In,Transit Connect,17995,22255.0,69631.0,5.0,,,0
,7314304623,256445390,,Honda,Acura,Accord Sedan,Mdx,5950,52395.0,88571.0,6.0,,,0
,7313524147,268546786,,Chevrolet,Toyota,Impala,Camry,6960,8999.0,70934.0,169742.0,,,0
,7307141470,274281657,,Ford,Buick,Expedition,Encore,14900,21741.0,154487.0,6.0,,,0
,7306302497,280340023,,Volvo,Subaru,V50,Forester,1900,15480.0,223153.0,92731.0,,,0
,7302035377,281709119,,Nissan,Audi,Leaf Sv,A4,11998,21999.0,37141.0,33238.0,,,0
,7312705567,276818107,,Chevrolet,Ford,Colorado Crew Cab Zr2,F-150,39990,32978.0,12941.0,10.0,,,0
1GKS8BF49D1167646,7304804156,281349873,2013.0,Gmc,Gmc,Savana Passenger,Savana,18988,18988.0,104081.0,104059.0,0,,1
3N1CN8DV7LL905283,7310833809,280457421,2020.0,Nissan,Nissan,Versa 1.6 S,Versa,0,16615.0,6089.0,7.0,0,,1
,7304186590,276762539,,Subaru,Nissan,Xv Crosstrek 2.0I Premium,Altima,12995,12999.0,181479.0,99511.0,,,0
,7306741378,281495639,,Toyota,Nissan,Camry,Altima,7188,17477.0,84079.0,32604.0,,,0
WVWBP7AN9DE520021,7306482454,273913723,2013.0,Volkswagen,Volkswagen,Passat,Cc,9995,10695.0,97011.0,97011.0,0,,1
,7314353530,269250168,,Chevrolet,Ford,Traverse,Escape,429,8995.0,35348.0,176671.0,,,0
,7315051870,280533055,,Mercedes-Benz,Nissan,C-Class,Rogue,0,18550.0,144372.0,40696.0,,,0
,7315059439,281617101,,Chevrolet,Lexus,Express,Es 350,0,27995.0,204833.0,7412.0,,,0
,7316361226,275384208,,Chevrolet,Ford,Silverado,F-150,0,20767.0,53293.0,72875.0,,,0
,7313822479,274841904,,Ford,Chevrolet,Expedition El Limited,Equinox,18969,8600.0,99805.0,126112.0,,,0
,7307689014,280176300,,Ram,Jeep,1500,Wrangler,5500,23587.0,210213.0,73731.0,,,0
,7313761646,262283208,,Bmw,Mini,3 Series,Cooper Clubman,401,32345.0,61000.0,38.0,,,0
,7313396230,280601225,,Chevrolet,Subaru,Silverado,Outback,11490,30848.0,213509.0,13.0,,,0
JF2SKAWC5KH544560,7306705276,280157599,2019.0,Subaru,Subaru,Forester,Forester,36998,35998.0,7276.0,7273.0,0,,1
,7312936393,280915063,,Jeep,Bmw,Compass 4X4,4 Series,3899,36999.0,142456.0,24728.0,,,0
,7316472962,281445204,,Toyota,Ford,Avalon Touring,F-150,7995,47008.0,137911.0,0.0,,,0
,7306232688,280466846,,Buick,Chevrolet,Century,Malibu,4995,22520.0,80943.0,7.0,,,0
2C4RDGCG4HR755439,7314631098,278759809,2017.0,Dodge,Dodge,Grand Caravan Sxt,Grand Caravan,32900,35000.0,34014.0,34036.0,0,,1
,7316141832,276316384,,Toyota,Hummer,Venza,H3T,11750,19500.0,97642.0,172965.0,,,0
,7307946227,276811247,,Toyota,Kia,Sienna,Sportage,17744,15948.0,100361.0,36133.0,,,0
,7315517297,279742083,,Lexus,Chevrolet,Es350,Silverado 1500,21500,30995.0,62000.0,69052.0,,,0
3VWCK21C12M449518,7307224355,278891196,2002.0,Volkswagen,Volkswagen,New Beetle,Beetle,3200,3900.0,182539.0,182539.0,1,"Model diverso: CR=new beetle, UC=beetle",1
,7306674114,278787062,,Ram,Honda,1500,Civic Hatchback,15900,22705.0,135103.0,5.0,,,0
,7304622902,281761110,,Hyundai,Gmc,Accent,Yukon,6995,83515.0,148801.0,0.0,,,0
,7310301346,278332063,,Ford,Gmc,F-250 Super Duty,Sierra 1500,17995,44700.0,101067.0,45064.0,,,0
,7314359841,279388325,,Hyundai,Hyundai,Elantra,Elantra,0,17622.0,47003.0,10.0,,,0
1G6DC1E31D0151441,7310850345,281599012,2013.0,Cadillac,Cadillac,Cts,Cts Coupe,12799,14990.0,103640.0,103640.0,0,,1
2C4RC1H75JR127002,7304645306,280624960,2018.0,Chrysler,Chrysler,Pacifica,Pacifica Hybrid,35998,33998.0,7931.0,7925.0,0,,1
,7315096803,266430238,,Audi,Honda,A3 Quattro,Accord,9000,21978.0,95200.0,4.0,,,0
,7313814766,281042880,,Mercedes-Benz,Mercedes-Benz,C-Class,E-Class,3995,22499.0,101000.0,79414.0,,,0
,7313227219,265822284,,Hyundai,Buick,Genesis V6,Encore Gx,15500,29745.0,89202.0,7.0,,,0
JHMGE8H28AC035436,7314374412,277975053,2010.0,Honda,Honda,Fit,Fit,7395,7395.0,113396.0,113396.0,0,,1
,7313927217,250218421,,Chevrolet,Ford,Corvette,Fusion Hybrid,0,29390.0,22175.0,10.0,,,0
1GYKNFRS1KZ218703,7316866130,276902670,2019.0,Cadillac,Cadillac,Xt5 Premium Luxury,Xt5,33500,35477.0,46300.0,38191.0,0,,1
1FTZX18W6WKB60110,7316784659,279729235,1998.0,Ford,Ford,F-150,F-150,4995,7995.0,236481.0,236481.0,0,,1
JTDKB20U973216889,7307357712,281677796,2007.0,Toyota,Toyota,Prius,Prius,4900,5900.0,159155.0,159155.0,0,,1
,7311446973,281780333,,Ford,Honda,F150 Xlt 4X4 1/2 Ton Gas,Civic,28999,19887.0,60325.0,25983.0,,,0
,7302061422,281166252,,Chevrolet,Kia,C10,Sportage,26800,27160.0,43000.0,5.0,,,0
5XYZTDLB3HG438987,7312396870,278819671,2017.0,Hyundai,Hyundai,Santa Fe Sport,Santa Fe Sport,17988,19488.0,61859.0,61859.0,0,,1
,7311014072,261174143,,Chevrolet,Nissan,Equinox Lt Awd,Sentra,25800,14998.0,29231.0,11459.0,,,0
1G1PG5SB1G7106666,7302000759,279100066,2016.0,Chevrolet,Chevrolet,Cruze Limited Ltz,Cruze Limited,7700,9300.0,139117.0,139117.0,0,,1
,7314939020,280923001,,Volkswagen,Nissan,Jetta,Rogue,206,17998.0,28650.0,25471.0,,,0
1G1115SL7EU102670,7301662117,277669329,2014.0,Chevrolet,Chevrolet,Impala,Impala,0,10988.0,117445.0,117429.0,0,,1
,7308802375,272568001,,Chevrolet,Nissan,Silverado 1500 Double,Pathfinder,30990,35500.0,61454.0,2454.0,,,0
3VW2B7AJ5HM281298,7304920858,278675587,2017.0,Volkswagen,Volkswagen,Jetta,Jetta,0,17995.0,35818.0,35818.0,0,,1
1C4RJFAG4KC607331,7311461925,279657407,2019.0,Jeep,Jeep,Grand Cherokee Laredo E,Grand Cherokee,31590,30899.0,12656.0,10922.0,0,,1
1HGCP36889A015720,7309765350,274482797,2009.0,Honda,Honda,Accord Sdn,Accord,7990,7990.0,136000.0,136000.0,0,,1
1G1PC5SG0G7217653,7315918361,278351456,2016.0,Chevrolet,Chevrolet,Cruze Limited,Cruze Limited,0,8500.0,94127.0,94127.0,0,,1
,7316317842,278558091,,Chevrolet,Ford,Impala Lt,Focus,4533,11788.0,129746.0,30457.0,,,0
1C6HJTAG2LL181352,7311619722,269518802,2020.0,Jeep,Jeep,Gladiator,Gladiator,27950,39933.0,4147.0,25.0,0,,1
,7316821308,281583445,,Ram,Lexus,1500,Es 350,37985,31100.0,58264.0,38454.0,,,0
,7316230804,281592153,,Gmc,Ram,Sierra 1500,2500,33990,33286.0,36455.0,140046.0,,,0
1FT7W2BT9BEB29571,7311566905,279647085,2011.0,Ford,Ford,F-250,F-250 Super Duty,31900,30900.0,211390.0,211390.0,0,,1
KNAFW6A38A5245148,7314927003,274683184,2010.0,Kia,Kia,Forte Koup Sx,Forte Koup,4990,5000.0,147000.0,147000.0,0,,1
,7310990151,279962189,,Nissan,Infiniti,Altima,Qx60,8995,35998.0,60355.0,6448.0,,,0
,7313976791,279745502,,Chevrolet,Jeep,Bolt Premier,Renegade,22995,16995.0,27000.0,41056.0,,,0
,7315900826,280687251,,Chevrolet,Genesis,Silverado 1500,G90,21995,40987.0,62546.0,21280.0,,,0
,7307219494,273462707,,Dodge,Honda,Challenger,Pilot,245,29995.0,73542.0,25039.0,,,0
,7309474402,254754246,,Dodge,Nissan,Dakota Sxt,Versa,10900,19571.0,92047.0,,,,0
,7316198924,260041614,,Ford,Jeep,Explorer,Cherokee,26888,28640.0,33644.0,12.0,,,0
1C3CDZAB6CN324166,7313926270,281518388,2012.0,Dodge,Dodge,Avenger,Avenger,4490,4490.0,142847.0,142847.0,0,,1
,7309529682,279646064,,Chevrolet,Chevrolet,Silverado 1500,Equinox,20000,15771.0,55609.0,59225.0,,,0
,7308363893,274393486,,Nissan,Mercedes-Benz,Altima,S-Class,6900,120195.0,91500.0,10.0,,,0
,7316335261,281147993,,Cadillac,Jeep,Xt5,Grand Cherokee,0,28495.0,15133.0,76224.0,,,0
,7308060810,266610008,,Toyota,Kia,Tundra Platinum 4X4 Gas,Optima,33999,15999.0,82115.0,31378.0,,,0
,7315815202,274902537,,Toyota,Hyundai,Rav4,Santa Fe,23995,30904.0,32360.0,10.0,,,0
5N1DR2MM9HC698212,7315475528,281143462,2017.0,Nissan,Nissan,Pathfinder,Pathfinder,26500,27995.0,47135.0,46098.0,0,,1
,7303338677,281577579,,Ford,Volkswagen,F-250Sd,Jetta,78990,11474.0,27691.0,86931.0,,,0
,7311288204,280762370,,Nissan,Dodge,Titan,Charger,37499,26995.0,13814.0,33560.0,,,0
1FTEW1EG5HFC88221,7313918810,279575194,2017.0,Ford,Ford,F-150,F-150,0,40000.0,90273.0,90273.0,0,,1
,7315745354,278783735,,Mercedes-Benz,Lexus,Benz C300,Is 250,9750,23777.0,93500.0,30480.0,,,0
1G1PC5SB8F7196974,7316408888,277530338,2015.0,Chevrolet,Chevrolet,Cruze 1Lt Sedan,Cruze,9498,9498.0,68558.0,68558.0,0,,1
KNAFK4A60G5501611,7309267357,276881008,2016.0,Kia,Kia,Forte,Forte,5995,10995.0,115927.0,115907.0,0,,1
,7316123654,274195479,,Volkswagen,Nissan,Jetta Sportwagen,Pathfinder,6900,33575.0,163028.0,16.0,,,0
,7315176058,278649635,,Buick,Honda,Encore,Hr-V,14499,23540.0,68362.0,2.0,,,0
,7316374731,280805089,,Mazda,Nissan,Mazda3 I Touring Sedan 4D,350Z,17990,9400.0,26661.0,150653.0,,,0
,7311295490,281451710,,Buick,Mazda,Regal,Cx-5,10000,33575.0,108431.0,1.0,,,0
,7314653093,268235976,,Nissan,Ford,Titan,Transit Connect,580,24250.0,59940.0,10.0,,,0
,7316790011,276016807,,Chevrolet,Honda,Silverado 1500,Civic,21950,21148.0,36328.0,2.0,,,0
,7306789409,262019116,,Chevrolet,Cadillac,Silverado 1500,Ct5,0,51225.0,32975.0,4000.0,,,0
1FMJK1JTXKEA27947,7316743006,276868784,2019.0,Ford,Ford,Expedition Max,Expedition,46995,41000.0,32785.0,32751.0,0,,1
1FMCU9GX1GUA94090,7305834959,278315915,2016.0,Ford,Ford,Escape,Escape,15990,16995.0,14480.0,14480.0,0,,1
,7313798038,277079706,,Infiniti,Ford,Q50,F-150,30488,36100.0,29366.0,27181.0,,,0
,7316933571,280813273,,Ford,Jeep,F150 Xlt,Cherokee,16900,15025.0,35515.0,96005.0,,,0
,7308883192,269836016,,Toyota,Ford,Tacoma Double Cab Trd,Expedition,32990,52105.0,47242.0,1.0,,,0
,7314943214,278707679,,Mazda,Toyota,3,Camry,14995,8500.0,22000.0,77000.0,,,0
1GNALFEK3DZ106461,7313845823,280661156,2013.0,Chevrolet,Chevrolet,Equinox,Equinox,11988,12988.0,92952.0,92952.0,0,,1
,7316685957,279333042,,Ford,Nissan,Escape Se,Altima,0,6500.0,52839.0,109313.0,,,0
5NPD84LF8HH128020,7311571063,277650253,2017.0,Hyundai,Hyundai,Elantra,Elantra,13499,14015.0,31098.0,31098.0,0,,1
2C4RDGCG4FR745832,7314169989,276385897,2015.0,Dodge,Dodge,Grand Caravan Sxt,Grand Caravan,10970,10970.0,98405.0,98405.0,0,,1
,7314644002,280161301,,Ford,Honda,F250 Lariat Lightduty,Civic,14300,6270.0,225000.0,115668.0,,,0
,7315428197,251640401,,Mini,Ford,Countryman,Transit Connect,12999,29320.0,71544.0,,,,0
,7311948722,281777631,,Ram,Jaguar,3500,E-Pace,27999,38730.0,137244.0,2037.0,,,0
,7313070250,280335000,,Jeep,Ram,Grand Cherokee,Promaster,24777,34646.0,84084.0,5.0,,,0
,7315356959,278899133,,Chevrolet,Chevrolet,Express 2500 Cargo Van,Silverado 1500,29900,16000.0,16967.0,31508.0,,,0
,7315348394,277504889,,Nissan,Volkswagen,Murano Sl Sport Utility,Atlas,21990,49635.0,44296.0,,,,0
,7307428648,280517790,,Nissan,Ford,Maxima 3.5 Sv,F-350 Super Duty,0,70430.0,29458.0,0.0,,,0
,7315510980,280483401,,Lincoln,Audi,Town Car,Q5,7000,45800.0,69011.0,18.0,,,0
,7310445603,275325992,,Bmw,Chevrolet,3 Series,Equinox,0,32650.0,,138.0,,,0
2C3CDZGG1HH628329,7314945424,279077997,2017.0,Dodge,Dodge,Challenger,Challenger,22985,26472.0,60554.0,60482.0,0,,1
,7314554950,278011357,,Honda,Ford,Civic,F-150,7950,33490.0,117000.0,47906.0,,,0
3C4PDDAGXHT615949,7303952945,276883945,2017.0,Dodge,Dodge,Journey,Journey,14900,14900.0,68081.0,68067.0,0,,1
,7311851297,276685788,,Ford,Nissan,F-150,Maxima,29950,20750.0,165182.0,39581.0,,,0
,7313591833,280640741,,Dodge,Acura,Grand Caravan Wheelchair,Tlx,34995,22766.0,26310.0,37718.0,,,0
,7302163137,262727497,,Chevrolet,Dodge,Suburban,Journey,36900,19232.0,78899.0,18.0,,,0
,7310226146,275215607,,Ford,Ford,F-150,Expedition,24921,47990.0,98316.0,,,,0
,7314990011,278792383,,Ford,Ford,Expedition,F-150,34295,49535.0,54890.0,3.0,,,0
,7306237500,274366609,,Chevrolet,Buick,Express G1500,Envision,15000,35501.0,67776.0,12.0,,,0
,7311421846,276831262,,Mazda,Ford,3I,F-150,6900,39994.0,165255.0,5.0,,,0
1C6RR6KTXES160638,7315339311,281123944,2014.0,Ram,Ram,1500,1500,21995,21000.0,104916.0,94339.0,0,,1
,7316572816,281296625,,Dodge,Hyundai,Durango Gt Awd Gas Suv,Sonata,34999,32030.0,59754.0,0.0,,,0
,7313541523,250830341,,Toyota,Ford,Tundra 2Wd,Ranger,0,38429.0,26246.0,2548.0,,,0
5GAKVBKD5HJ197793,7314521422,270043712,2017.0,Buick,Buick,Enclave,Enclave,20708,21498.0,95315.0,95315.0,0,,1
,7306249016,280189635,,Toyota,Ram,Rav4,1500,29981,41999.0,10398.0,12.0,,,0
,7311975438,275991776,,Honda,Gmc,Civic Lx Sedan,Yukon,4200,29900.0,117468.0,107755.0,,,0
,7307222159,280278000,,Gmc,Ford,Terrain Sle,F-150,280,34997.0,28650.0,86796.0,,,0
,7315535987,279113334,,Ford,Honda,Explorer,Civic,13695,2988.0,116180.0,202499.0,,,0
,7305577287,279245235,,Mitsubishi,Toyota,Outlander Sport,Camry,21500,14977.0,10.0,63881.0,,,0
,7313422998,278487881,,Dodge,Mini,Durango,Countryman,24375,35315.0,69062.0,281.0,,,0
,7311654118,281242415,,Hyundai,Jeep,Santa Fe Limited,Wrangler Unlimited,7950,48715.0,92375.0,,,,0
,7309608144,278698316,,Chevrolet,Infiniti,Cruze,Qx60,9998,46242.0,140099.0,7.0,,,0
,7306164210,281429818,,Chevrolet,Bmw,Cruze Lt W/1Lt,X3,7499,18000.0,74000.0,60346.0,,,0
,7314936408,277079830,,Volvo,Honda,Xc60,Civic,12995,19999.0,99090.0,35615.0,,,0
,7316901005,277994876,,Gmc,Nissan,Savana Cargo Van,Murano,10500,38800.0,,0.0,,,0
,7315394826,279958511,,Chevrolet,Chevrolet,Cruze 4Dr Sdn 1.4L Lt,Trax,245,22980.0,20046.0,1.0,,,0
JF2GPACC5DG853711,7314762194,277519298,2013.0,Subaru,Subaru,Xv Crosstrek 2.0 Limited,Xv Crosstrek,0,13333.0,84703.0,84703.0,0,,1
2GKFLWEK4F6244897,7312004601,280799926,2015.0,Gmc,Gmc,Terrain,Terrain,14489,12615.0,102528.0,101936.0,0,,1
,7313279811,276259941,,Mitsubishi,Jeep,Eclipse Cross,Renegade,24998,28144.0,10.0,10.0,,,0
1G8ZS57N07F259900,7309274583,276916782,2007.0,Saturn,Saturn,Aura,Aura,4990,5690.0,113350.0,113350.0,0,,1
,7307275100,279627388,,Nissan,Chevrolet,Juke,Silverado 1500,17500,8998.0,12329.0,210656.0,,,0
,7307582626,278089765,,Ford,Chevrolet,F-150 Xlt,Equinox,17750,25062.0,107000.0,2.0,,,0
4JGAB57E15A544338,7313735454,276464556,2005.0,Mercedes-Benz,Mercedes-Benz,M-Class,M-Class,5495,4995.0,139857.0,139857.0,0,,1
,7304719397,281425792,,,Volkswagen,Genesis G80,Tiguan,0,30269.0,25045.0,10.0,,,0
,7315046743,274000642,,Nissan,Chrysler,Frontier,Pacifica,31999,34671.0,9973.0,,,,0
,7314864865,277514181,,Ford,Ford,Ranger,Escape,34943,12490.0,17559.0,41522.0,,,0
,7315247730,280739161,,Gmc,Nissan,Sierra 2500Hd,Titan,21995,40000.0,204536.0,42464.0,,,0
,7311282857,278773218,,Toyota,Toyota,Tacoma,Rav4 Hybrid,17511,37972.0,194517.0,2.0,,,0
,7314022278,251858286,,Buick,Genesis,Enclave Cxl *Fr $499 Down Guaranteed Finance Awd,G70,0,44889.0,,28.0,,,0
,7314892211,261593435,,Ram,Toyota,2500,Rav4,48500,13595.0,176986.0,115336.0,,,0
,7310009155,280274860,,Subaru,Buick,Forester,Envision,21495,23788.0,25521.0,44943.0,,,0
,7303076525,275703655,,Ford,Nissan,Super Duty F-450 Drw Platinum 4Wd Crew Cab 8' Box,Murano,91999,31548.0,7743.0,8.0,,,0
5NMS2CAD4KH119632,7314869877,278462095,2019.0,Hyundai,Hyundai,Santa Fe,Santa Fe,22995,21560.0,22294.0,22279.0,0,,1
,7316268201,262918747,,Honda,Chrysler,Civic,300,5500,27196.0,158082.0,,,,0
,7310225664,277711445,,Ford,Bmw,Flex,5 Series,21495,50995.0,41474.0,4688.0,,,0
,7316734812,278562806,,Mazda,Kia,Cx-5 Grand Touring,Sorento,383,23998.0,23900.0,61929.0,,,0
,7305072814,277100072,,Ford,Ford,F-350 Sd Lariat Crew Cab Long Bed 4Wd,Escape,38999,10000.0,102566.0,95319.0,,,0
,7314444347,278775503,,Chevrolet,Volvo,Silverado 1500,Xc90,19900,35000.0,145000.0,29359.0,,,0
,7315432359,276353094,,Chevrolet,Chevrolet,Spark Ev 1Lt Hatchback 4D,Cruze,7500,16491.0,4323.0,30072.0,,,0
,7311335228,277897403,,Jeep,Lexus,Compass,Is,19890,30250.0,58492.0,34326.0,,,0
1FTFW1ET3DFD59427,7306241920,272666910,2013.0,Ford,Ford,F-150 Fx4,F-150,24995,19999.0,145316.0,143075.0,0,,1
,7316409202,278978097,,Ford,Chrysler,F-150,Pacifica,25000,25988.0,170000.0,36833.0,,,0
JTHBJ46G772064888,7315520049,278189243,2007.0,Lexus,Lexus,Es350,Es 350,8950,9950.0,147177.0,147177.0,1,"Model diverso: CR=es350, UC=es 350",1
,7315584831,253594301,,Gmc,Ram,Sierra 1500 Sle,1500,0,45559.0,48809.0,6.0,,,0
JN1BJ0RR5GM262870,7313924254,274336495,2016.0,Infiniti,Infiniti,Qx50,Qx50,15995,17195.0,105186.0,105000.0,0,,1
,7313737053,254512032,,Ford,Land Rover,Fusion Hybrid Sedan,Discovery,0,59198.0,116060.0,17.0,,,0
3C63R3JL4JG132129,7309851622,279179277,2018.0,Ram,Ram,3500,3500,69999,52698.0,67560.0,63269.0,0,,1
,7308360101,267163608,,Kia,Kia,Soul,Sportage,15500,15950.0,35943.0,61380.0,,,0
3FA6P0H71FR115034,7311745253,258618720,2015.0,Ford,Ford,Fusion,Fusion,12995,11975.0,72000.0,72000.0,0,,1
KMHDH6AE3DU005226,7316474669,272980957,2013.0,Hyundai,Hyundai,Elantra Coupe,Elantra Coupe,8995,7495.0,119500.0,119491.0,0,,1
WAUF2AFCXEN111786,7303976841,280822195,2014.0,Audi,Audi,S6 4.0T Quattro,S6,28999,31649.0,58171.0,53553.0,0,,1
,7317043673,281682059,,Bmw,Toyota,3 Series,Highlander,10495,31999.0,61083.0,17100.0,,,0
WDDWJ4JB8HF547336,7314326369,278495692,2017.0,Mercedes-Benz,Mercedes-Benz,C-Class,C-Class,29699,31999.0,39902.0,39902.0,0,,1
1FMCU9J90LUA58606,7316691610,275333555,2020.0,Ford,Ford,Escape,Escape,30400,31400.0,12227.0,12227.0,0,,1
,7314552030,275827305,,Ford,Chevrolet,Focus,Volt,4695,20593.0,103980.0,24057.0,,,0
1HGCR2F36HA211565,7314508333,279095287,2017.0,Honda,Honda,Accord,Accord,297,17980.0,33162.0,33162.0,1,"Prezzo molto diverso: CR=$297, UC=$17,980 (diff: $17,683, 98.3%)",1
1VWBV7A31FC050471,7309535037,281787842,2015.0,Volkswagen,Volkswagen,Passat,Passat,9995,10795.0,110983.0,110983.0,0,,1
,7313279292,280815101,,Jeep,Nissan,Comanche,Sentra,4988,11000.0,143579.0,51016.0,,,0
1FTEW1EG8JFC73024,7316850552,280075928,2018.0,Ford,Ford,F-150,F-150,45970,45995.0,16534.0,16216.0,0,,1
,7315447152,270906482,,Ford,Volkswagen,F-150,Passat,25000,27610.0,124624.0,0.0,,,0
,7315279911,234154096,,Toyota,Mazda,Tacoma,Mazda6,14950,21250.0,198390.0,,,,0
,7310346029,246213030,,Chevrolet,Chevrolet,Silverado 1500,Trax,26995,26035.0,79301.0,15.0,,,0
,7314774573,280933801,,Ram,Ram,1500,1500,27995,37791.0,118801.0,1.0,,,0
,7312815535,281368359,,,Land Rover,Hummer H2,Range Rover Sport,15425,77900.0,125200.0,1320.0,,,0
,7310949524,281471829,,Dodge,Nissan,Charger Sxt Plus Sedan 4D,Altima,26990,18995.0,29491.0,33149.0,,,0
,7311893276,274411319,,Mercedes-Benz,Ram,C-Class,1500,26850,53490.0,36077.0,2.0,,,0
JF2SH64609H703567,7316685911,278226377,2009.0,Subaru,Subaru,Forester,Forester,9495,10795.0,109048.0,109048.0,0,,1
,7313434872,280149779,,,Hyundai,2015,Tucson,14698,26197.0,103250.0,9.0,,,0
,7314709451,259916487,,Chevrolet,Jeep,Silverado 1500,Wrangler Unlimited,31990,52850.0,107597.0,5.0,,,0
,7315402958,263974393,,Chevrolet,Ford,Cruze,F-550 Super Duty,6081,16500.0,101902.0,240300.0,,,0
,7309970496,278581023,,,Ford,Chinook Dream 260Bh,F-250 Super Duty,19900,46900.0,0.0,96439.0,,,0
,7313387225,280318812,,Mazda,Jeep,Cx-9,Wrangler Unlimited,8997,16988.0,102544.0,112000.0,,,0
1VWAP7A33EC020649,7315033824,281479772,2014.0,Volkswagen,Volkswagen,Passat,Passat,11950,10994.0,49481.0,40629.0,0,,1
5NPEB4ACXEH927971,7316356650,280818189,2014.0,Hyundai,Hyundai,Sonota Gls,Sonata,9450,9350.0,88814.0,88814.0,0,,1
,7311758655,278635755,,Ford,Porsche,Expedition Limited,Macan,14995,62140.0,146521.0,0.0,,,0
,7316494842,279363072,,Nissan,Subaru,Frontier,Forester,24950,36517.0,58030.0,5.0,,,0
,7316936463,279018830,,Acura,Nissan,Integra,Sentra,2950,14409.0,157000.0,33795.0,,,0
,7316700369,275577786,,Subaru,Ford,Outback,Escape,18995,28900.0,26796.0,700.0,,,0
,7314776018,269933103,,Toyota,Lexus,Highlander,Rx 350,13999,35061.0,160079.0,31560.0,,,0
,7306645914,277401557,,Ford,Chevrolet,Expedition,Silverado 1500,4950,43000.0,261835.0,21093.0,,,0
,7314633889,261432474,,Audi,Nissan,A6,Rogue,0,22605.0,70709.0,2.0,,,0
JHMZC5F34JC004550,7316478644,279851766,2018.0,Honda,Honda,Clarity Plug-In Hybrid,Clarity Hybrid Plug-In,322,26860.0,16885.0,16885.0,1,"Prezzo molto diverso: CR=$322, UC=$26,860 (diff: $26,538, 98.8%)",1
,7302145587,275772692,,Ford,Volkswagen,F-150,Tiguan,462,28978.0,39556.0,15338.0,,,0
,7310034716,281286640,,Jeep,Jeep,Grand Cherokee,Gladiator,6495,48444.0,154769.0,0.0,,,0
,7313597305,278261088,,Gmc,Volvo,Yukon Xl,Xc60,38995,45010.0,105728.0,6.0,,,0
,7313991947,260070748,,Toyota,Lincoln,Prius,Mkz,6795,25931.0,168797.0,28089.0,,,0
,7302075533,276318101,,Jeep,Kia,Grand Cherokee,Soul,0,23690.0,53836.0,7.0,,,0
,7306635622,280893325,,Acura,Mercedes-Benz,Rdx Sport Utility 4D,Gla-Class,33590,38981.0,13623.0,5089.0,,,0
,7310760059,277903520,,Ford,Honda,F-350,Cr-V,12900,25978.0,142000.0,43643.0,,,0
,7311466409,265063471,,Bmw,Hyundai,528I,Kona,0,23320.0,77534.0,11.0,,,0
,7308267794,281025377,,Chevrolet,Chevrolet,Tahoe,Camaro,11850,24000.0,246712.0,11282.0,,,0
,7314465567,279237349,,Mercedes-Benz,Ford,E-Class,Escape,14900,13850.0,103436.0,90976.0,,,0
,7309937167,280336876,,Buick,Chevrolet,Reatta Coupe,Cruze,8950,12870.0,38496.0,44617.0,,,0
,7309314063,280478783,,Toyota,Hyundai,Highlander Awd,Tucson,6995,23400.0,193822.0,6470.0,,,0
,7311941904,278874622,,Infiniti,Saturn,Q70 L 3.7 Sedan 4D,Sky,26590,15900.0,38145.0,103519.0,,,0
,7313879186,280886723,,Ford,Hyundai,Explorer 4X4 Gas Suv Auto,Elantra,32999,7500.0,23808.0,113920.0,,,0
,7313061533,265399131,,Chevrolet,Toyota,Traverse 2Lt Awd,Camry,21998,27499.0,90442.0,0.0,,,0
